,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
62,9,8,7,6,9,8,7,4,2,1,9,3,4,7,8,9,9,8,7,4,3,1,2,3,9,9,8,7,6,6,8,6,8,7,8,9,6,5,9,3,9,9,9,8,7,6,5,3,4,5,6,7,8,9,8,9,9,8,7,5,6,7,8,9,7,8,9,8,9,6,7,8,9,7,8,9,8,7,6,5,6,7,8,9,8,7,7,9,8,7,6,5,4,5,6,7,8,9,0,1
63,7,9,8,9,8,7,3,2,1,68,1,2,5,6,7,8,9,9,8,7,6,3,4,5,9,8,7,6,5,4,4,4,5,6,7,9,8,9,8,9,8,9,1,9,8,7,5,4,5,6,9,8,9,6,9,9,9,9,8,6,7,8,9,5,6,9,8,7,8,4,8,9,8,9,9,9,9,7,5,4,7,9,9,8,9,8,9,9,9,9,6,4,3,4,7,9,9,4,1,2
64,6,5,9,9,9,6,5,3,2,2,3,3,4,5,8,9,4,3,9,6,5,4,5,6,8,9,8,8,6,3,2,3,4,5,6,7,9,8,7,8,7,9,0,1,9,8,6,5,7,7,8,9,6,5,7,8,9,9,9,7,8,9,5,4,9,8,7,6,7,3,4,5,7,8,9,9,8,6,7,3,6,5,6,7,8,9,9,8,9,8,7,6,4,5,6,8,9,3,2,3
65,5,4,3,9,9,8,6,4,3,7,6,4,5,6,7,8,9,9,8,9,6,5,6,7,9,9,9,9,7,4,65,2,3,5,6,9,8,7,6,5,6,8,9,2,4,9,8,7,8,8,9,4,5,4,5,9,8,9,9,8,9,5,4,3,4,9,9,4,5,2,3,4,9,9,9,9,9,5,4,2,3,4,5,6,7,9,9,7,8,9,8,8,7,6,8,9,8,9,3,4
66,6,5,9,8,9,9,7,5,9,8,7,8,6,7,8,9,3,4,6,8,9,6,7,9,9,8,7,6,4,3,2,3,4,6,9,8,7,6,5,4,5,7,8,9,9,8,9,8,9,9,4,3,2,3,9,8,7,9,9,9,6,5,3,2,5,9,8,3,2,67,2,9,8,9,8,7,6,3,2,74,2,3,4,5,9,8,7,6,7,6,9,9,8,7,8,9,7,8,9,5
67,7,9,8,7,6,9,8,6,7,9,8,9,7,9,9,1,2,4,9,9,9,7,9,8,9,9,7,6,5,4,5,4,6,9,8,7,6,5,5,3,4,5,6,8,9,7,6,9,9,5,3,2,1,9,8,7,6,7,8,9,7,9,2,1,9,8,7,5,3,2,4,5,7,9,9,6,5,4,3,2,3,4,5,6,7,9,6,5,4,5,7,9,9,8,9,5,6,7,8,9
68,9,8,7,6,5,9,8,7,9,9,9,8,9,8,9,2,3,9,8,7,8,9,9,7,8,8,9,8,6,5,6,7,9,8,7,6,5,4,3,58,5,6,7,9,8,9,5,7,8,9,5,6,9,8,7,6,5,6,7,9,9,8,9,0,1,9,7,6,4,3,5,6,8,9,1,9,7,5,5,3,6,5,7,7,8,9,9,4,3,5,6,7,8,9,3,4,5,9,9,1
69,4,9,6,5,4,2,9,8,9,9,8,7,6,7,8,9,9,8,7,6,7,9,8,5,6,7,8,9,9,8,7,8,9,9,8,8,7,5,4,3,5,6,9,8,7,6,4,5,6,7,9,9,8,7,6,5,4,5,6,7,8,7,8,9,9,8,7,6,5,4,5,7,8,9,0,9,9,7,9,8,7,6,7,9,9,9,8,6,4,6,7,9,9,1,2,3,4,8,9,2
70,3,9,8,9,9,9,9,9,9,8,7,8,5,6,7,8,9,7,6,5,9,8,7,6,8,9,9,3,0,9,9,9,8,9,9,9,7,6,7,8,6,7,8,9,8,9,5,6,7,8,9,8,7,6,5,4,3,2,3,4,5,6,7,8,9,9,9,7,6,5,6,9,9,6,9,8,9,8,9,9,8,9,8,9,3,5,9,9,8,7,8,9,1,0,1,2,6,7,8,9
71,2,1,9,9,8,7,8,9,8,7,6,5,4,5,6,8,9,6,8,4,5,9,8,9,9,7,7,2,1,3,4,6,7,8,9,9,9,9,8,9,7,8,9,3,9,9,8,7,8,9,1,9,8,7,4,3,2,1,2,3,4,5,6,9,3,2,9,8,7,6,7,8,9,5,9,7,6,9,6,7,9,9,9,3,1,2,9,8,9,8,9,3,2,1,3,4,5,8,9,9
72,3,2,9,8,9,6,7,8,9,8,1,2,3,9,7,8,9,5,7,3,4,5,9,8,9,6,5,4,5,4,5,7,8,9,9,9,9,7,9,9,8,9,1,2,6,5,9,8,9,1,0,9,7,8,3,2,1,95,2,3,7,7,8,9,5,3,9,9,8,7,8,9,9,9,8,6,5,4,5,6,7,8,9,2,0,9,8,7,5,9,9,8,6,5,4,5,6,7,8,9
73,5,9,8,7,6,5,6,7,9,9,3,5,7,8,8,9,5,4,3,2,1,3,4,7,8,9,8,7,6,7,9,8,9,9,9,8,7,6,8,8,9,1,0,2,3,4,5,9,4,2,9,8,6,5,4,3,4,1,5,4,6,7,8,9,9,9,8,9,9,9,9,9,8,7,6,5,4,3,4,5,6,7,9,3,9,8,7,5,4,7,6,9,9,6,7,6,8,8,9,1
74,9,8,7,6,5,4,5,6,7,8,9,6,8,9,9,7,6,5,7,3,0,2,3,6,7,8,9,8,9,9,8,9,9,9,6,5,4,5,6,7,8,9,1,3,4,5,8,9,6,4,9,8,7,6,5,6,5,6,7,5,6,7,8,9,8,9,7,9,3,2,3,5,9,6,5,4,3,2,5,8,9,9,8,9,8,7,6,4,3,4,5,9,8,7,8,9,9,9,9,2
75,0,9,8,7,8,5,8,7,9,9,8,7,8,9,9,9,8,9,8,2,1,2,4,5,6,9,9,9,8,9,7,9,8,7,6,5,3,6,8,7,9,9,2,5,5,6,7,8,9,9,8,9,8,9,8,7,8,9,8,6,7,8,9,8,7,7,6,8,9,9,4,9,8,7,6,3,2,1,6,7,8,9,7,9,9,8,9,7,6,5,7,8,9,8,9,5,6,7,8,9
76,1,2,9,8,8,7,8,8,9,2,9,8,9,7,8,9,9,4,9,3,2,3,7,8,9,8,9,9,6,5,6,8,9,9,4,3,2,4,5,6,7,8,9,9,6,8,9,9,9,8,7,6,9,8,9,8,9,3,9,7,8,9,8,6,5,6,5,7,7,8,9,9,9,8,6,5,3,9,7,9,9,7,6,7,9,9,9,8,7,6,7,9,3,9,3,4,5,8,9,9
77,2,4,5,9,9,9,9,9,2,1,0,9,4,6,9,4,3,3,9,8,7,5,6,9,8,7,9,8,6,4,5,9,9,9,7,5,4,8,6,7,9,9,9,8,9,9,9,9,8,7,6,5,6,7,8,9,3,2,9,8,9,9,8,5,4,3,4,6,6,8,9,9,9,9,8,6,4,6,8,9,9,7,5,4,4,3,4,9,8,9,8,9,2,1,2,3,4,5,8,9
78,3,4,5,6,7,9,6,5,3,9,1,2,3,9,8,9,2,1,0,9,7,6,9,8,8,6,5,9,5,3,4,6,7,8,9,6,7,9,8,9,6,5,6,7,8,9,9,9,9,7,5,4,5,6,9,3,2,1,2,9,9,8,7,6,3,2,3,4,5,6,8,8,9,9,8,7,9,8,9,9,8,5,4,3,1,2,3,9,9,7,9,3,1,0,1,2,5,6,7,9
79,4,5,7,7,9,8,7,6,9,8,9,9,9,8,7,7,9,2,1,9,8,9,8,7,6,5,4,7,6,2,3,8,9,9,9,7,8,9,9,6,5,4,5,6,9,8,7,8,9,5,4,3,9,9,8,9,5,4,3,9,8,7,6,5,4,1,2,3,4,5,6,7,8,9,9,8,9,9,9,8,7,4,3,1,0,1,9,8,7,6,5,4,3,2,4,5,7,7,8,9
80,5,6,9,9,8,9,8,9,8,7,9,8,7,6,5,6,7,9,9,9,9,9,9,6,5,4,3,2,1,95,5,6,7,8,9,8,9,9,9,8,6,3,4,9,8,7,6,7,8,9,5,9,8,9,7,8,9,9,4,5,9,8,9,8,9,3,7,8,5,6,7,8,9,2,3,9,9,1,0,9,6,5,6,2,1,3,4,9,9,7,6,6,5,3,5,6,7,8,9,7
81,6,9,8,8,7,6,9,8,7,6,5,7,6,5,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,2,3,8,9,9,9,7,8,9,8,7,4,5,6,9,6,5,9,9,9,9,8,7,5,6,9,7,8,9,9,9,9,8,7,6,5,6,7,8,7,8,9,0,1,2,9,8,9,9,8,9,9,4,3,5,6,9,8,9,9,9,7,6,8,6,7,8,9,4,6
82,9,8,7,6,5,5,6,9,9,7,4,3,2,4,3,4,5,6,7,9,8,9,9,8,7,6,5,5,4,2,4,6,7,8,9,7,6,7,8,9,8,9,6,9,8,5,4,8,9,9,9,9,5,4,5,6,5,8,7,8,9,8,9,9,8,6,7,8,9,8,9,9,1,9,9,8,7,9,8,7,7,8,9,4,5,9,9,7,8,9,8,9,7,9,9,8,9,2,3,6
83,7,6,5,4,4,4,5,6,9,8,5,2,1,68,1,5,9,9,8,9,7,9,8,9,9,8,7,6,4,3,5,7,8,9,4,3,5,6,8,9,9,8,7,9,7,6,5,6,7,8,9,9,4,3,1,3,4,5,6,9,8,7,8,9,8,7,8,9,9,9,9,8,9,8,9,9,6,5,4,5,6,7,8,9,9,8,7,6,7,7,7,8,9,9,8,9,6,3,4,5
84,9,9,4,3,2,3,6,9,9,7,7,3,2,1,2,9,8,7,9,7,6,7,7,8,9,9,7,6,5,4,5,6,7,8,9,2,3,5,6,7,8,9,8,9,8,7,6,8,9,9,9,8,9,1,0,1,2,3,5,9,7,6,9,8,9,8,9,9,9,8,9,7,6,7,7,8,9,4,3,4,5,6,7,9,8,7,6,5,6,5,6,7,8,9,7,6,5,4,5,6
85,8,8,9,5,3,4,9,8,7,6,5,4,5,2,9,9,7,6,5,6,5,6,6,8,7,9,8,7,6,7,6,8,9,9,2,1,2,3,4,5,9,9,9,8,9,8,7,8,9,9,9,7,8,9,3,2,3,4,9,8,6,5,6,7,9,9,9,9,8,7,7,5,5,6,6,7,8,9,2,5,3,8,5,6,9,6,5,4,5,4,5,6,7,8,9,9,6,8,6,7
86,6,6,9,9,6,5,6,9,8,7,8,5,6,9,8,7,6,6,4,3,3,5,4,9,6,7,9,8,7,8,7,9,3,2,1,73,1,3,9,8,9,8,7,7,8,9,8,9,9,9,8,6,7,8,9,3,5,9,9,7,5,4,3,6,8,9,9,8,7,6,5,4,4,4,5,9,9,3,1,0,2,3,4,9,8,7,6,3,2,3,5,6,7,8,9,8,9,9,7,8
87,4,5,7,8,9,6,7,9,9,8,9,6,7,9,7,6,5,4,3,2,1,3,3,4,5,6,7,9,8,9,8,9,4,3,2,1,4,5,6,7,9,8,6,6,7,9,9,9,8,7,7,5,6,7,8,9,9,8,7,6,5,3,2,5,7,9,8,7,6,5,4,3,2,3,6,8,8,9,2,2,5,4,7,9,7,6,5,4,3,5,7,7,9,9,6,7,8,9,8,9
88,3,4,5,6,7,9,8,9,5,9,8,7,8,9,8,7,6,5,4,1,70,1,2,7,7,8,9,6,9,9,9,6,5,4,3,2,3,6,7,8,9,7,24,5,6,7,9,8,7,6,5,4,9,9,9,4,6,9,9,6,5,4,3,4,6,9,7,6,5,4,3,2,1,2,3,6,7,9,4,3,4,5,6,9,8,7,6,5,6,8,9,8,9,7,5,7,7,9,9,1
89,1,3,4,6,7,8,9,3,4,1,9,8,9,7,9,8,7,9,4,2,1,2,3,6,8,9,7,4,6,9,8,7,6,8,6,3,4,5,6,9,7,6,5,6,7,8,9,9,6,5,4,3,8,9,4,3,4,9,9,8,7,5,4,5,6,9,8,7,7,6,4,5,91,1,2,5,6,8,9,4,5,6,7,9,9,8,7,6,7,9,9,9,9,8,4,5,6,9,1,0
90,38,2,5,6,8,9,3,2,1,31,3,9,5,6,7,9,8,8,7,5,3,3,4,5,7,9,6,5,8,9,9,9,7,7,5,4,5,6,7,8,9,8,6,8,9,9,9,8,7,6,5,4,7,8,9,4,9,8,9,8,7,6,5,6,7,8,9,9,8,6,5,4,3,2,3,4,6,7,8,9,6,7,9,8,7,9,8,9,8,9,9,3,2,9,9,6,7,8,9,1
91,2,3,4,7,8,9,4,3,2,1,2,3,4,5,6,7,9,9,7,6,4,6,5,6,7,8,9,9,9,3,4,9,8,8,6,7,8,7,8,9,3,9,8,9,2,1,0,9,8,7,6,5,6,9,9,9,9,7,8,9,8,7,6,7,8,9,3,4,9,9,7,6,7,4,5,5,7,8,9,8,7,9,9,7,6,7,9,4,9,7,8,9,1,9,8,7,8,9,8,9
92,7,6,5,8,9,9,9,4,5,9,4,9,5,6,7,8,9,9,9,8,5,7,6,7,8,9,9,8,9,5,3,5,9,8,7,8,9,8,9,1,2,3,9,9,9,9,2,3,9,8,7,9,7,9,7,8,9,6,4,0,9,8,9,8,9,3,1,2,3,9,8,7,6,5,6,6,7,9,1,9,9,8,7,6,5,6,2,3,7,6,9,9,0,1,9,8,9,8,7,8
93,8,7,6,8,9,9,8,9,9,8,9,8,9,7,8,9,9,9,9,9,6,9,8,9,9,5,6,7,8,9,9,6,9,9,8,9,7,9,9,6,1,9,8,9,7,8,9,9,9,9,9,8,9,8,6,7,8,9,2,1,2,9,9,9,5,4,0,1,2,3,9,8,7,6,7,9,8,9,0,9,8,7,6,5,4,1,72,4,4,5,7,8,9,2,3,9,8,7,6,7
94,9,9,7,9,9,8,7,9,9,7,6,7,8,9,9,8,9,7,9,8,7,8,9,4,3,4,5,7,9,6,8,9,8,7,9,5,6,7,8,9,9,8,7,8,6,6,7,8,9,8,7,6,7,6,5,6,7,8,9,2,3,9,8,7,3,2,1,2,3,4,5,9,9,9,8,9,9,9,9,9,9,6,5,4,3,2,1,2,3,9,8,9,4,3,9,8,7,6,5,8
95,2,9,8,9,8,7,6,7,8,9,5,6,7,8,9,7,5,6,9,9,8,9,6,3,2,49,2,3,4,5,9,8,7,6,5,4,5,6,9,8,8,9,6,7,4,5,9,9,8,7,6,5,6,5,3,5,8,9,8,9,9,8,7,6,5,9,5,4,4,5,6,7,8,9,9,7,8,9,8,9,8,7,9,8,5,3,2,3,6,8,9,9,5,6,9,8,8,7,3,4
96,1,9,9,8,9,5,4,4,5,3,4,5,6,7,8,9,4,9,8,9,9,6,5,4,5,2,3,4,6,7,8,9,9,5,4,3,4,9,8,7,6,5,4,2,3,5,9,8,7,6,5,4,2,65,2,4,5,6,7,8,9,9,8,7,9,8,6,5,5,6,7,9,9,6,5,6,9,8,7,7,9,9,8,7,6,4,3,4,5,6,7,8,9,9,8,7,9,8,2,3
97,9,8,7,6,5,4,3,2,59,2,3,4,5,6,7,9,3,5,7,9,8,7,6,5,4,3,4,5,7,8,9,9,8,6,5,2,4,4,9,9,8,7,5,35,2,3,5,9,8,7,6,4,3,4,3,4,5,7,8,9,7,8,9,8,9,9,7,6,7,7,8,9,7,6,4,9,8,7,6,6,5,3,9,8,7,8,9,5,6,7,8,9,8,9,9,5,4,3,41,2
98,2,9,9,8,7,5,4,5,2,3,4,5,6,7,8,9,2,6,7,9,9,9,8,6,5,8,5,6,8,9,2,9,8,7,6,1,2,3,9,8,7,6,5,4,3,5,6,7,9,8,7,5,6,5,4,6,6,7,9,7,6,5,4,9,13,9,8,7,8,8,9,8,5,4,19,4,9,9,5,4,3,2,22,9,8,9,7,6,7,8,9,6,7,9,8,7,5,3,2,4
99,4,2,3,9,8,9,5,4,3,4,5,7,9,8,9,15,1,7,8,9,2,3,9,8,8,7,6,7,9,2,1,4,9,8,2,32,1,2,3,9,9,7,6,5,7,6,7,9,9,9,8,6,7,6,5,6,7,9,9,8,9,6,3,2,1,2,9,9,9,9,8,7,6,5,4,5,9,8,6,5,4,3,2,4,9,9,8,7,8,9,4,4,9,8,7,6,5,4,3,5
